number,title,state,html_url,user,labels,assignee,comments,created_at,updated_at,closed_at,milestone,is_pull_request,body
2805,Fix `test` without `--workspace` failing,open,https://github.com/GraphiteEditor/Graphite/pull/2805,Firestar99,,,0,2025-06-30T17:44:49Z,2025-07-01T20:51:33Z,,,Sí,
2804,Fix spline cleared on tool change,open,https://github.com/GraphiteEditor/Graphite/pull/2804,LixiviaDev,,,0,2025-06-30T13:40:11Z,2025-06-30T13:40:11Z,,,Sí,"Spline Tool: Spline won't stay unless closed or (Esc or Enter) is pressed.    My changes:  - Removed ""::AbortTransaction"" message, which completely cleared the new spline on ""::abort"".  - Added ""delete_preview()"" function to delete the preview point that tracks the mouse.  - Added ""::EndTransaction"" message to signal that we want to save the new spline as is."
2803,New Shape : Spirals,open,https://github.com/GraphiteEditor/Graphite/pull/2803,0SlowPoke0,,,0,2025-06-30T11:58:56Z,2025-07-01T17:33:46Z,,,Sí,
2799,Add ability to start lasso select within object without dragging layers,open,https://github.com/GraphiteEditor/Graphite/pull/2799,hemu,,,2,2025-06-29T22:57:57Z,2025-07-01T07:39:29Z,,,Sí,"When beginning a lasso select from within an object, currently the behavior is to drag its layers. This PR updates this behavior such that a lasso select beginning within an object will remain a lasso selection over the existing layers.    Refactor select_tool and path_tool transition drag logic to determine an ""intent"" up front. This made it easier to incorporate the type of logic needed in this PR where the lasso select intent has priority over others, but its logic is shared with box select which has the lowest priority so it was hard to capture this in the existing if/else chain.      Part of #2647    NOTE: This is an alternate implementation compared to this simpler change: https://github.com/GraphiteEditor/Graphite/pull/2798    # Before    https://github.com/user-attachments/assets/86142094-4e4d-4457-9f6c-241df25c3ad0    # After  https://github.com/user-attachments/assets/64d97867-e38b-4699-8271-e51b4ba6af6f    "
2798,Add ability to start lasso select within object without dragging layers,open,https://github.com/GraphiteEditor/Graphite/pull/2798,hemu,,,0,2025-06-29T22:55:51Z,2025-06-29T23:30:52Z,,,Sí,"When beginning a lasso select from within an object, currently the behavior is to drag its layers. This PR updates this behavior such that a lasso select beginning within an object will remain a lasso selection over the existing layers.    NOTE: This is a simpler implementation compared to this alternative approach that includes a small refactor: https://github.com/GraphiteEditor/Graphite/pull/2799    Part of [#2647](https://github.com/GraphiteEditor/Graphite/issues/2647)    # Before    https://github.com/user-attachments/assets/86142094-4e4d-4457-9f6c-241df25c3ad0    # After  https://github.com/user-attachments/assets/64d97867-e38b-4699-8271-e51b4ba6af6f      "
2796,fix: Suppress verbose npm ci output in package-installer.js,open,https://github.com/GraphiteEditor/Graphite/pull/2796,Mirza-Samad-Ahmed-Baig,,,4,2025-06-29T11:59:29Z,2025-07-02T12:38:58Z,,,Sí,"Instead of opening new issue, I thought of solving the issue on my own. Thank you.    This PR resolves a minor yet impactful issue in frontend/package-installer.js that caused excessive and distracting console output during development.    The package-installer.js script is responsible for automatically running npm ci whenever package.json or package-lock.json is modified. Previously, it invoked execSync with stdio: ""inherit"", which resulted in the full output of npm ci—including successful installation logs—being printed directly to the console. This cluttered the terminal, especially when combined with output from vite and cargo watch, making it harder to follow relevant logs."
2795,Improve node graph performance,open,https://github.com/GraphiteEditor/Graphite/pull/2795,adamgerhant,,,2,2025-06-29T09:54:09Z,2025-07-02T03:25:52Z,,,Sí,"Move wire rendering into backend  Implement culling for offscreen nodes  Improves properties/document upgrade stability    Decreases frame time from 120ms -> 20ms when zoomed in on red dress node graph  Increases frame time from 120 -> 200ms when fully zoomed out    Old:  ![chrome_D18AToYUWg](https://github.com/user-attachments/assets/fde1d878-2be2-40e6-8c85-2cb4705f345f)  New:  ![chrome_AMXWLyTqfv](https://github.com/user-attachments/assets/a7defe74-8af5-4281-9a22-baa7da92b48b)    Known issues:   Direct wire paths not supported.   Subpath rectangle_intersections_exist function is buggy, so dragging onto wire is still inconsistent  "
2794,Improve Path tool layer selection behavior using double-click instead of single-click,open,https://github.com/GraphiteEditor/Graphite/pull/2794,4adex,,,2,2025-06-29T06:55:35Z,2025-07-02T10:52:24Z,,,Sí,Closes #2716     
2790,Jitter Points node has unexpected behaviour,open,https://github.com/GraphiteEditor/Graphite/issues/2790,celyk,,,3,2025-06-29T02:51:10Z,2025-06-30T14:01:42Z,,,No,"My node setup: Transform -> Jitter Points  [transform-jitter-mrp.graphite.zip](https://github.com/user-attachments/files/20965739/transform-jitter-mrp.graphite.zip)  Everything works except when I set scale.x = 0. Then the jitter only happens along a line despite the transform taking place before the jitter  Setting the scale to a very small value gives the expected output  <img width=""803"" alt=""Image"" src=""https://github.com/user-attachments/assets/425e299c-d5ed-49f0-8cbc-4376163959d6"" /> "
2789,Add shape-rendering SVG attribute support,open,https://github.com/GraphiteEditor/Graphite/pull/2789,phailhaus,,,0,2025-06-28T17:33:37Z,2025-06-28T17:33:37Z,,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Partially Resolves #2775    Adds shape_rendering attribute to the PathStyle struct, adds support for writing it out when rendering the SVG, and adds a node that allows the user to set it on vectors.    Exact behavior varies by rendering engine. Tested:  * Vello: Not supported. Does nothing.  * Chrome: Functions for normal display and export. Does *not* function when using the Rasterize node.  * Firefox: Functions for normal display, export, and when using the Rasterize node.    This isn't a clean AA on/off toggle, however. There are four options, and it's up to the renderer what it wants to do with each. Outside of the Rasterize node difference, so far I'm seeing identical behavior between Chrome and FF, but it isn't logically consistent. Here is an example:  ![image](https://github.com/user-attachments/assets/a616a08e-9fee-4782-aefa-e53c0fbe4b7e)    The top example can be set to Auto (the default if not overridden) or Geometric Precision and get the same output as before this was implemented.  The bottom can be set to Crisp Edges or Optimize Speed to get the result shown. Notably, on the bottom, AA is off for stroke and fill edges on the flower, along with the interface between the fill and stroke on the red shape. The outer edge of the stroke is still antialiased. If I change the stroke from Inside to Center or Outside, the anti-aliasing goes away.    Useful function for a technical user, but consistency in support is lacking."
2788,Is it possible to view network traffic by application process?,open,https://github.com/GraphiteEditor/Graphite/issues/2788,justfunc,,,1,2025-06-28T14:43:11Z,2025-06-28T23:37:06Z,,,No,
2786,"Remove 'To u32', 'To u64', and 'To f64' number conversion nodes and clean up node type usages",open,https://github.com/GraphiteEditor/Graphite/pull/2786,Keavon,,,0,2025-06-28T13:26:17Z,2025-07-02T01:38:18Z,,,Sí,
2785,Boolean operation | Subtract Front | Fails on text node sometimes,open,https://github.com/GraphiteEditor/Graphite/issues/2785,sm17p,,,0,2025-06-28T13:05:58Z,2025-06-28T16:00:24Z,,,No,"Font - Cabin  It's very arbitrary, I found it breaking for smallcase `d` and `e` depending on the `font-weight` and  `font-style` used.  1. ![Image](https://github.com/user-attachments/assets/11b13354-3b9b-40fc-9cba-3b1f7abc947b) 2. ![Image](https://github.com/user-attachments/assets/039fd90e-5d26-4f3f-9cf3-97d1e4ac8bb6)"
2780,Include graph runtime benchmarks in ci regression run,open,https://github.com/GraphiteEditor/Graphite/pull/2780,TrueDoctor,,,0,2025-06-28T07:07:59Z,2025-06-28T13:25:58Z,,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->  - [ ] Update demo artwork to newest version "
2779,"Paints (solid color, gradient, pattern, and other existing graphical data)",open,https://github.com/GraphiteEditor/Graphite/issues/2779,Keavon,"Architecture,Graphics",,0,2025-06-28T06:18:27Z,2025-06-28T06:37:16Z,,,No,"A **paint** is something that's graphical, which can be given to a Fill or Stroke node to be applied to the appearance of a vector path or stroke area.  For Graphite, we should use a model where a paint can be any graphical data: 1. As a layer, it shows up with finite or infinite bounds in the render like normal. It may be clipped to a layer beneath it via a clipping mask. 2. As a fill paint, it shows up only within the fill area of a vector path. 3. As a stroke paint, it shows up only within the stroke area of a vector path.  Right now, we support any graphical **element** in case 1 (part of the render), but only the `FillChoice` enum which can be `None`/a solid `Color`/the `Gradient` struct for case 2 (vector fills), and only a `Color` for case 3 (vector strokes). This change calls for making the **Fill** and **Stroke** nodes accept any graphical data (i.e., anything that can be type-coerced into a graphical element) as opposed to their current parameters.  Then for colors and gradients, both of these types need to be added to the graphical element enum, allowing layers of color or gradient data to display infinitely in all directions. This solves the requested feature for choosing a background color of an infinite canvas, by simply making it be the bottom layer.  For patterns, we will have a sort of pattern tiling node which uses the footprint to render the infinite data. This can be implemented after the colors and gradients from the previous paragraph with insights gleaned from that process.  An alternative to adding these to the graphic element enum is that we could have a type coercion node that generates a vector rectangle with the footprint bounds, and fills it with the color, gradient, or pattern stroke. So feeding a color into a layer, a fill paint, or a stroke paint, would just type coerce it into a filled rectangle vector element of the appropriate size to cover the rendered area. This helps avoid needing to keep extending the graphic element enum and adding more rendering implementations to it.  We do need to update the renderer code to produce SVG output syntax for fill and stroke paints. For ordinary graphical data, this could work by using a `<pattern>` (without the infinite tiling unless the user has created an infinite pattern with the data) or clip/mask. For color, this needs to become a standard fill color, and for gradient, likewise.  Paint transforms need to also be preserved, so a scaled/skewed paint can be drawn with that stretch applied, just like we do for a skewed gradient right now using `Gradient::transform`.  More detailed discussion: https://discord.com/channels/731730685944922173/1175577028209168474/1388368187803959391  Links: - https://www.w3.org/TR/SVG2/pservers.html - https://developer.mozilla.org/en-US/docs/Web/SVG/Reference/Element/pattern - https://developer.mozilla.org/en-US/docs/Web/SVG/Reference/Attribute/fill - https://developer.mozilla.org/en-US/docs/Web/SVG/Reference/Attribute/stroke - https://developer.mozilla.org/en-US/docs/Web/SVG/Tutorials/SVG_from_scratch/Fills_and_strokes"
2778,Refactor 'Area' node to use Kurbo.,open,https://github.com/GraphiteEditor/Graphite/pull/2778,indierusty,,,0,2025-06-28T05:07:50Z,2025-06-28T13:25:58Z,,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Partially Closes #2635   "
2777,Add Color Constructor Nodes,open,https://github.com/GraphiteEditor/Graphite/pull/2777,phailhaus,,,0,2025-06-28T04:30:04Z,2025-06-29T02:14:59Z,,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Resolves #2774    # Adds the following:  ## color crate function:  from_cmyka() function to convert CMYKA to RGBA    ## Nodes:  All nodes clamp input to 0 -> 1 before passing to matching function in color crate    construct_color_rgba() accepts f32 inputs in RGBA format and outputs a color  construct_color_hsla() accepts f32 inputs in HSLA format and outputs a color  [ConstructColorDemo.zip](https://github.com/user-attachments/files/20958769/ConstructColorDemo.zip)    construct_color_grayscale() accepts a single f32 luminance input and outputs a color  construct_color_cmyka() accepts f32 inputs in CMYKA format and outputs a color    I am struggling to understand more complex node construction. These could likely get merged, but I couldn't figure out how to create options that swap out inputs.      # Demo: [ConstructColorDemo.zip](https://github.com/user-attachments/files/20958769/ConstructColorDemo.zip)  The squares in the background test the four nodes in order from the center out. The dots in the foreground demonstrate a more practical use, deriving color from the instance index in a way that can't be done with a simple gradient.    ![ConstructColorDemo](https://github.com/user-attachments/assets/08bf3c16-456a-4df2-afab-860b8201abd3)  "
2776,Pen/Freehand/Splines tool should set its origin to the first drawn point location when the new layer is created,open,https://github.com/GraphiteEditor/Graphite/issues/2776,Keavon,"Good First Issue,Paper Cut",,3,2025-06-28T02:17:42Z,2025-06-30T14:38:14Z,,,No,"Right now, the origin gets set to the parent (usually canvas) origin which is often far away from where the user is drawing. At least we know that, when drawing a shape and its layer gets created, the user likely has an interest in a particular area in space roughly nearby the first point being drawn. So that's the better choice. This means adding a Transform node to provide the offset to the first point location."
2775,Add Option to Disable Antialiasing,open,https://github.com/GraphiteEditor/Graphite/issues/2775,phailhaus,"Good First Issue,Graphics",,2,2025-06-28T00:30:05Z,2025-06-28T11:03:25Z,,,No,"An option to disable anti-aliasing would expand usefulness for specialized situations.  Example of usecase that is broken by AA: I've been working on a project that involves stroking paths with a series of circles that change color based on distance from the start of the path. I can then use a specialized shader in a raster pipeline to threshold the image, giving a hand-drawn line that can be 'drawn' in real time with extremely light loads on both CPU and GPU. To do this, I need every pixel of a circle to be either 100% the desired color or entirely transparent. Anything inbetween results in artifacts.  My current workflow involves copying paths out of an SVG into a python script to generate these stroked textures, but Graphite provides a very enticing alternative."
2774,Create Color from Component Values,open,https://github.com/GraphiteEditor/Graphite/issues/2774,phailhaus,Good First Issue,,1,2025-06-28T00:19:58Z,2025-06-28T01:33:40Z,,,No,"A node that takes four numbers (int or float, doesn't matter) as R, G, B, and A and outputs a color is needed for situations where color is driven mathematically by other elements.  The best workaround I have found when alpha isn't needed is to create three gradients, one for Black->Red, Black->Green, and Black->Blue. I can then sample those gradients and use them to produce three duplicates of the geometry, each representing one color channel. Finally, I can blend them using the Lighten blendmode to get the composite image."
2768,Add the re-fit on delete feature to the Path tool,open,https://github.com/GraphiteEditor/Graphite/pull/2768,4adex,,,3,2025-06-27T14:13:21Z,2025-07-02T03:08:20Z,,,Sí,Closes #2651  
2767,"Extract `gelement-nodes` for nodes accepting vector, raster or element",open,https://github.com/GraphiteEditor/Graphite/pull/2767,Firestar99,,,0,2025-06-27T13:55:11Z,2025-07-01T15:07:57Z,,,Sí,# Requires https://github.com/GraphiteEditor/Graphite/pull/2764
2757,Add Arc Shape and Arc Gizmos,open,https://github.com/GraphiteEditor/Graphite/pull/2757,0SlowPoke0,,,1,2025-06-26T13:09:00Z,2025-06-28T13:25:58Z,,,Sí,- Implemented 'Arc' shape which can be drawn by the shape tool  - Added Arc gizmos to change the arc endpoints  - fixed  bug #2743 
2755,(frontend): Incremental migration to svelte 5,open,https://github.com/GraphiteEditor/Graphite/pull/2755,sm17p,,,3,2025-06-25T20:48:42Z,2025-06-29T21:16:36Z,,,Sí,"### Migration Plan step by step  - [x] Turn on `dynamicCompileOptions` for `vite-plugin-svelte`, and add files in the runes whitelist (`runesGlobs`)  - [x]  Run the migration script for whitelisted files  - [x] Fix `svelte/legacy` depracation warnings (Avoiding `createBubbler` over here)   - [x]  Once all the components are `runes` compatible, start chiping away the remaining`svelte/legacy` compat bindings  - [ ] Add commits to `.git-blame-ignore-revs` for a cleaner git blame     <hr />    Following the [svelte 5 migration guide](https://svelte.dev/docs/svelte/v5-migration-guide)    <hr />    #### Known Issues  - [x] `patchWidgetLayout` doesn't update deeply nested properties reactively - https://github.com/GraphiteEditor/Graphite/pull/2755/commits/0d360bf8e4633df27cce6d4eadda7c40f0046ac8  - [x] `Graph.svelte` (Node Graph) is invisible on load, displays after clicking on screen - https://github.com/GraphiteEditor/Graphite/pull/2755/commits/6f18e4693c01d9a7b206020eceada1fb756101f1  - [x] `NodeCatalog.svelte` reactive bindings messed up for sub-menus and node creation - https://github.com/GraphiteEditor/Graphite/pull/2755/commits/f278827e3469f6b343daacc3d0a4aa2475a0ab2e    "
2753,"Path tool dragging, then pressing Shift to constrain horiz./vert., should begin from a snapping point",open,https://github.com/GraphiteEditor/Graphite/issues/2753,Keavon,Good First Issue,,0,2025-06-25T01:42:59Z,2025-06-25T01:42:59Z,,,No,"At the beginning of this video, I add <kbd>Shift</kbd> to the drag and it correctly performs the horizontal/vertical snapping from its original drag location. But in the second half of the video, I demonstrate a use case where this feature is desired: when the point is dragged such that it snaps over another point, then <kbd>Shift</kbd> is pressed at that time, we would like that snapped point to become the source of the horizontal/vertical constraint. Releasing <kbd>Shift</kbd> and pressing it again while not snapped should retain its current behavior of constraining relative to the point where the drag began. As shown in the video, this feature would make it very easy to keep the top point aligned to the same X coordinate as the bottom point.  https://github.com/user-attachments/assets/e59f5531-8b8a-4a18-a5ab-520fef992aa8"
2751,Added node macro e2e-test,open,https://github.com/GraphiteEditor/Graphite/pull/2751,MendyBerger,,,1,2025-06-24T19:08:39Z,2025-06-28T13:25:58Z,,,Sí,Just adds a test
2747,Allow tooling to treat near-zero-length handles as zero-length with an epsilon,open,https://github.com/GraphiteEditor/Graphite/pull/2747,HWienhold,,,2,2025-06-23T15:55:15Z,2025-06-28T13:25:58Z,,,Sí,"fixes https://discord.com/channels/731730685944922173/881073965047636018/1353015950894698606      Fixes a bug when connecting two paths ending with single handle (each) and applying `colinear handles`. on the newly connected nodes. Problem arises because applying `colinear handles` on the first node will create the opposite handle. The other node then has two handles, one of which is the anchor itself, hence:    ```  let mut handle_directions = handle_positions.map(|handle| handle.map(|handle| handle - anchor));  ```    will contain a null-Vec.    To be fair: this slightly changes the behavior when applying `colinear handles` to other nodes that only has one handle: while before it wouldnt change that node - now it will calculate the handles based on the anchors as well."
2744,Copying and pasting geometry while in the Path tool,open,https://github.com/GraphiteEditor/Graphite/issues/2744,Keavon,,4adex,0,2025-06-23T06:57:55Z,2025-06-23T06:57:55Z,,,No,"Ctrl+C and Ctrl+V should work, while in the Path tool, directly on the geometry (points, segments, regions). If pasted while not using the Path tool, or when the Path tool is working with 0 or 2+ selected layers, it should create a new Path layer (with default fill and stroke) with that geometry.  Ctrl+D should also duplicate the selected geometry in place, as if the user had copy-and-pasted it. Currently, Ctrl+D duplicates the whole layer while in the Path tool, so this should override that while this tool is active."
2743,Star tool shows strange angle,open,https://github.com/GraphiteEditor/Graphite/issues/2743,0HyperCube,"Good First Issue,Paper Cut",0SlowPoke0,2,2025-06-22T09:29:19Z,2025-06-22T09:35:57Z,,,No,"When using the star mode of the polygon tool, you can edit the star by dragging the corner whilst still in the star tool. This causes some very strange functionality as seen below:  ![An 80 degree angle outlined in orange](https://github.com/user-attachments/assets/483132ae-9f02-4894-b1b4-aaa0fd40e3b7)  Apparently this is meant to be a right angle. However it is not."
2740,Tracking Issue: Code quality refactors,open,https://github.com/GraphiteEditor/Graphite/issues/2740,0HyperCube,Architecture,,0,2025-06-20T20:53:48Z,2025-06-21T03:15:28Z,,,No,"## Match statements Some files contain a single match statement that are very long (e.g. portfolio 1356 lines, document 1335 lines, select 1070, path 799). This is rather hard to manage or debug. - Split message handlers - Move complex logic outside of the match statement  ## Cloning the document History / transactions involve cloning the document many times. This very bad for performance and completely inflexible [#2617](https://github.com/GraphiteEditor/Graphite/issues/2617) . The [issue from 2021](https://github.com/GraphiteEditor/Graphite/issues/123) still hasn't had any progress due to the enormous refactoring that would be involved in making a system with proper actions. The current system also creates much confusion when history interacts with tools (especially the pen tool [#2262](https://github.com/GraphiteEditor/Graphite/issues/2262). - Write a system whereby actions and their reverse can be stored instead. This will require a major refactor. I don't really want to undertake this whilst so many of the systems are in flux  ## UI UI code is verbose and poorly structured. The current system is partially immediate mode, using all of our custom types. All of the UI is then diffed in a rather fragile way. The callback system is also rather confusing causing issues like [#2530](https://github.com/GraphiteEditor/Graphite/issues/2530). - Rewrite using a better UI library e.g. iced. Keavon wants to adopt some research project but I'm not sure this is a good idea. - Make the API for the UI layout more like egui to improve simplicity.   ## Transforms & Click targets Transforms are completely broken in many situations. Especially with the node graph allowing transform nodes in any position. There are a series of inconsistent hacks that work around this is certain common situations. However this isn't particularly ideal. The Instances<T> only makes this more confusing. I'm not really sure how to solve this.  Click targets are very confusingly managed. This includes the path tool without a path node. This also interacts with the transform system in ways that aren't particularly robust.  The StartBuffer thing is exceedingly confusing. Each time there is an issue involving it, several hours must be spent trying to figure out what to do about it.  The relationship where the editor updates are theoretically independent of the node graph executor is very confusing since most tools rely on the node grpah being run at least most of the time. This is especially confusing when implementing tests.  I feel like the current systems and the way they interact with the node graph is very hacky. I think it would be best to discuss the requirements for the system to figure out why we have ended up in such a mess.  ## Tools - Some tools have a confusing amount of state. For example PenToolData has 31 member variables which are only set is certain situations. This has lead to many bugs. - FSM states are inconsistent and confusing. For example the select tool fsm state for `Ready` contains the `NestedSelectionBehaviour` and the `Dragging` state contains the `has_dragged: bool` for some reason?  I feel like some of the tools need a rewrite @Keavon. However there is always a lot of random churn.  ## Inputs Rebinding inputs has been requested for a long time. However the input system has thousands of lines of macros involving many repeated things that would require a significant amount of refactoring to make a system that could be exposed to the user.  ## Translations Translations are basically impossible to implement now since there are many thousands of string literals scattered all over the code including gcore, editor, frontend svelte etc.  ## Multiple documents Having multiple documents visible at once seems to be a goal at some point. It is probably very useful for references / having a zoomed out overview etc. However we have hardcoded the active document many many times so it is basically impossible to refactor this.  ## SVG Poor integration with SVG. SVG imports are all flattened to a path rather than maintaining any structure at all. Exports end up as a mess of nested groups that is mostly unusable.  Vector editing performance is very bad with large documents (e.g. try dragging a layer in the red dress demo artwork)."
2730,Add origin to each layer,open,https://github.com/GraphiteEditor/Graphite/pull/2730,mTvare6,,,3,2025-06-18T04:01:56Z,2025-07-02T01:51:22Z,,,Sí,Closes #2225   
2725,Add highlight to layer outline on hover,open,https://github.com/GraphiteEditor/Graphite/pull/2725,Tumypmyp,,,1,2025-06-16T19:40:50Z,2025-06-28T13:25:58Z,,,Sí,"<!-- Please reference any relevant issue number below, optionally with a ""Closes""/""Resolves""/""Fixes"" prefix -->    Closes https://discord.com/channels/731730685944922173/881073965047636018/1383249080700108833  "
2717,Layer isolation mode,open,https://github.com/GraphiteEditor/Graphite/issues/2717,Keavon,"Design,Graphics",,0,2025-06-14T20:51:16Z,2025-06-14T20:51:16Z,,,No,This might be tricky to integrate with the renderer to deal with fading out the other layers outside the isolation. Needs design work. Relates to #2716.
2716,Improve Path tool layer and point selection behavior,open,https://github.com/GraphiteEditor/Graphite/issues/2716,Keavon,Paper Cut,4adex,0,2025-06-14T20:46:38Z,2025-07-02T08:54:58Z,,,No,"- [x] Click-dragging to box select from inside a shape (even if it's not filled) should not select all the shape's points and begin dragging them; it should allow the box selection just like outside the shape (#2712) - [ ] Our current way of clicking another layer to make it selected should not happen unless it's a double click (exception: if no layers are selected, single-click should work to select the first one). Without Shift, it transfers the selection to the not-yet-selected double click target object. If Shift is held, it adds or removes that layer to the selected objects. When added, its points will always start initially deselected. - [ ] Double-clicking an already selected layer, without Shift held, will select all its points. Other selected layers are unaffected (they keep their point selections and layer selection doesn't transfer away). - [ ] Alt + double-clicking an already selected layer will deselect all its points. - TODO: more changes?"
2715,Point sliding with G G,open,https://github.com/GraphiteEditor/Graphite/issues/2715,Keavon,Graphics,4adex,0,2025-06-14T20:35:25Z,2025-06-14T20:37:29Z,,,No,"In the Path tool, <kbd>G</kbd><kbd>G</kbd> slides the anchor along its adjacent segment(s) while adjusting its handle(s) to best approximate the initial curvature."
2708,Squircle / Corner Smoothing Support,open,https://github.com/GraphiteEditor/Graphite/issues/2708,enumouse,Graphics,,1,2025-06-11T19:12:06Z,2025-06-11T19:29:26Z,,,No,"I understand that this may be a very low priority, and it is a very subtle effect but in modern design it can often help massively.  Editors such as Figma have support for Corner Smoothing (sometimes the shape is referred to as a squircle) which blends the border radius to look more organic and smooth. To me this is one of those subtle features that I use a large amount, and it would be amazing to have this in an open-source project like this :) Thanks for the amazing work so far, I've just picked this editor up and it has potential  ![Image](https://github.com/user-attachments/assets/c699bad2-569b-461e-951e-1e9f32cc023f)  Image sourced from [a random site](https://cedarstudioswebdesign.com/blog/rounded-corners-vs-square/) from google as a visual example.  "
2707,Arabic writing support,open,https://github.com/GraphiteEditor/Graphite/issues/2707,ashrafbay,,,0,2025-06-11T11:16:07Z,2025-06-11T17:14:43Z,,,No,"Please add support for writing in Arabic, as it appears as rectangles when writing Arabic letters. Thank you."
